reactive_experiment,rf_experiment,overlap_seconds_total,reactive_above_edge_seconds,rf_cloud_seconds,avoided_seconds,not_avoided_seconds_rf_also_above,avoided_fraction_of_reactive_above_edge,num_overlap_rows
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-18T070023_2025-09-18T150025_created_at_2025-09-18T150028.json,28500.0,1080.0000000000005,21120.0,810.0000000000005,90.0,0.7500000000000001,945
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-18T150039_2025-09-18T230041_created_at_2025-09-18T230043.json,28710.0,1080.0000000000005,19560.0,630.0,0.0,0.583333333333333,952
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-18T230054_2025-09-19T070056_created_at_2025-09-19T070058.json,28530.0,1080.0000000000005,21180.0,780.0,0.0,0.7222222222222219,946
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-19T070109_2025-09-19T150110_created_at_2025-09-19T150113.json,28380.0,1080.0000000000005,20910.0,990.0000000000005,0.0,0.9166666666666667,941
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-19T150124_2025-09-19T230127_created_at_2025-09-19T230129.json,28710.0,1080.0000000000005,19830.0,660.0,0.0,0.6111111111111108,952
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-19T230139_2025-09-20T070141_created_at_2025-09-20T070143.json,28290.0,1080.0000000000005,18420.0,690.0000000000005,0.0,0.6388888888888891,938
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-20T070154_2025-09-20T150156_created_at_2025-09-20T150159.json,28350.0,1080.0000000000005,21090.0,1050.0000000000005,30.0,0.9722222222222222,940
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-20T150209_2025-09-20T230211_created_at_2025-09-20T230213.json,28740.0,1080.0000000000005,20400.0,690.0000000000005,90.0,0.6388888888888891,953
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-20T230225_2025-09-21T070227_created_at_2025-09-21T070229.json,28230.0,1080.0000000000005,13230.0,660.0,0.0,0.6111111111111108,936
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-21T070241_2025-09-21T150243_created_at_2025-09-21T150245.json,28650.0,1080.0000000000005,18330.0,660.0,0.0,0.6111111111111108,950
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-21T150255_2025-09-21T230257_created_at_2025-09-21T230259.json,28530.0,1080.0000000000005,19680.0,900.0,0.0,0.833333333333333,946
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-21T230311_2025-09-22T070314_created_at_2025-09-22T070316.json,27810.0,1080.0000000000005,13080.0,690.0000000000005,0.0,0.6388888888888891,922
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-22T070328_2025-09-22T150330_created_at_2025-09-22T150332.json,28020.0,1080.0000000000005,13590.0,660.0,0.0,0.6111111111111108,929
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-22T150343_2025-09-22T230345_created_at_2025-09-22T230347.json,28680.0,1080.0000000000005,19500.0,600.0,0.0,0.5555555555555554,951
validation-reactive-8h-concurrency-4-job-0_2025-07-10T083023_2025-07-10T163025_created_at_2025-07-10T163027.json,validation-random-forest-job-0_2025-09-22T230358_2025-09-23T070400_created_at_2025-09-23T070402.json,28140.0,1080.0000000000005,13170.0,690.0000000000005,0.0,0.6388888888888891,933
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-18T070023_2025-09-18T150025_created_at_2025-09-18T150028.json,28440.0,1020.0,21060.0,810.0,90.0,0.7941176470588235,945
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-18T150039_2025-09-18T230041_created_at_2025-09-18T230043.json,28650.0,1020.0,19530.0,510.0,90.0,0.5,952
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-18T230054_2025-09-19T070056_created_at_2025-09-19T070058.json,28470.0,1020.0,21120.0,600.0,0.0,0.5882352941176471,946
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-19T070109_2025-09-19T150110_created_at_2025-09-19T150113.json,28320.0,1020.0,20850.0,930.0,0.0,0.9117647058823529,941
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-19T150124_2025-09-19T230127_created_at_2025-09-19T230129.json,28650.0,1020.0,19800.0,630.0,0.0,0.6176470588235294,952
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-19T230139_2025-09-20T070141_created_at_2025-09-20T070143.json,28230.0,1020.0,18360.0,630.0,0.0,0.6176470588235294,938
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-20T070154_2025-09-20T150156_created_at_2025-09-20T150159.json,28290.0,1020.0,21030.0,1020.0,0.0,1.0,940
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-20T150209_2025-09-20T230211_created_at_2025-09-20T230213.json,28680.0,1020.0,20340.0,720.0,60.0,0.7058823529411765,953
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-20T230225_2025-09-21T070227_created_at_2025-09-21T070229.json,28170.0,1020.0,13170.0,570.0,0.0,0.5588235294117647,936
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-21T070241_2025-09-21T150243_created_at_2025-09-21T150245.json,28590.0,1020.0,18270.0,570.0,0.0,0.5588235294117647,950
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-21T150255_2025-09-21T230257_created_at_2025-09-21T230259.json,28470.0,1020.0,19620.0,840.0,0.0,0.8235294117647058,946
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-21T230311_2025-09-22T070314_created_at_2025-09-22T070316.json,27750.0,1020.0,13020.0,570.0,0.0,0.5588235294117647,922
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-22T070328_2025-09-22T150330_created_at_2025-09-22T150332.json,27960.0,1020.0,13530.0,570.0,0.0,0.5588235294117647,929
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-22T150343_2025-09-22T230345_created_at_2025-09-22T230347.json,28620.0,1020.0,19440.0,510.0,0.0,0.5,951
validation-reactive-8h-concurrency-4-job-0_2025-07-11T094508_2025-07-11T174510_created_at_2025-07-11T174512.json,validation-random-forest-job-0_2025-09-22T230358_2025-09-23T070400_created_at_2025-09-23T070402.json,28080.0,1020.0,13110.0,630.0,0.0,0.6176470588235294,933
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-18T070023_2025-09-18T150025_created_at_2025-09-18T150028.json,28410.0,690.0,21030.0,510.0,90.0,0.7391304347826086,945
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-18T150039_2025-09-18T230041_created_at_2025-09-18T230043.json,28620.0,690.0,19500.0,450.0,0.0,0.6521739130434783,952
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-18T230054_2025-09-19T070056_created_at_2025-09-19T070058.json,28440.0,690.0,21120.0,510.0,0.0,0.7391304347826086,946
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-19T070109_2025-09-19T150110_created_at_2025-09-19T150113.json,28290.0,690.0,20820.0,690.0,0.0,1.0,941
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-19T150124_2025-09-19T230127_created_at_2025-09-19T230129.json,28620.0,690.0,19770.0,450.0,0.0,0.6521739130434783,952
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-19T230139_2025-09-20T070141_created_at_2025-09-20T070143.json,28200.0,690.0,18360.0,450.0,0.0,0.6521739130434783,938
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-20T070154_2025-09-20T150156_created_at_2025-09-20T150159.json,28260.0,690.0,21000.0,690.0,0.0,1.0,940
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-20T150209_2025-09-20T230211_created_at_2025-09-20T230213.json,28650.0,690.0,20310.0,450.0,30.0,0.6521739130434783,953
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-20T230225_2025-09-21T070227_created_at_2025-09-21T070229.json,28140.0,690.0,13170.0,450.0,0.0,0.6521739130434783,936
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-21T070241_2025-09-21T150243_created_at_2025-09-21T150245.json,28560.0,690.0,18270.0,450.0,0.0,0.6521739130434783,950
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-21T150255_2025-09-21T230257_created_at_2025-09-21T230259.json,28440.0,690.0,19590.0,630.0,0.0,0.9130434782608695,946
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-21T230311_2025-09-22T070314_created_at_2025-09-22T070316.json,27720.0,690.0,13020.0,450.0,0.0,0.6521739130434783,922
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-22T070328_2025-09-22T150330_created_at_2025-09-22T150332.json,27930.0,690.0,13530.0,450.0,0.0,0.6521739130434783,929
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-22T150343_2025-09-22T230345_created_at_2025-09-22T230347.json,28590.0,690.0,19440.0,390.0,0.0,0.5652173913043478,951
validation-reactive-8h-concurrency-4-job-0_2025-07-14T014725_2025-07-14T094727_created_at_2025-07-14T094729.json,validation-random-forest-job-0_2025-09-22T230358_2025-09-23T070400_created_at_2025-09-23T070402.json,28050.0,690.0,13110.0,450.0,0.0,0.6521739130434783,933
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-18T070023_2025-09-18T150025_created_at_2025-09-18T150028.json,28380.0,1020.0,21000.0,780.0,90.0,0.7647058823529411,945
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-18T150039_2025-09-18T230041_created_at_2025-09-18T230043.json,28590.0,1020.0,19470.0,540.0,120.0,0.5294117647058824,952
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-18T230054_2025-09-19T070056_created_at_2025-09-19T070058.json,28410.0,1020.0,21090.0,570.0,0.0,0.5588235294117647,946
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-19T070109_2025-09-19T150110_created_at_2025-09-19T150113.json,28260.0,1020.0,20790.0,960.0,0.0,0.9411764705882353,941
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-19T150124_2025-09-19T230127_created_at_2025-09-19T230129.json,28590.0,1020.0,19740.0,660.0,0.0,0.6470588235294118,952
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-19T230139_2025-09-20T070141_created_at_2025-09-20T070143.json,28170.0,1020.0,18330.0,570.0,0.0,0.5588235294117647,938
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-20T070154_2025-09-20T150156_created_at_2025-09-20T150159.json,28230.0,1020.0,20970.0,960.0,0.0,0.9411764705882353,940
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-20T150209_2025-09-20T230211_created_at_2025-09-20T230213.json,28620.0,1020.0,20280.0,690.0,60.0,0.6764705882352942,953
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-20T230225_2025-09-21T070227_created_at_2025-09-21T070229.json,28110.0,1020.0,13140.0,570.0,0.0,0.5588235294117647,936
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-21T070241_2025-09-21T150243_created_at_2025-09-21T150245.json,28530.0,1020.0,18240.0,570.0,0.0,0.5588235294117647,950
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-21T150255_2025-09-21T230257_created_at_2025-09-21T230259.json,28410.0,1020.0,19560.0,870.0,0.0,0.8529411764705882,946
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-21T230311_2025-09-22T070314_created_at_2025-09-22T070316.json,27690.0,1020.0,12990.000000000002,570.0,0.0,0.5588235294117647,922
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-22T070328_2025-09-22T150330_created_at_2025-09-22T150332.json,27900.0,1020.0,13500.0,570.0,0.0,0.5588235294117647,929
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-22T150343_2025-09-22T230345_created_at_2025-09-22T230347.json,28560.0,1020.0,19410.0,510.0,30.0,0.5,951
validation-reactive-8h-concurrency-4-job-0_2025-07-16T175000_2025-07-17T015002_created_at_2025-07-17T015004.json,validation-random-forest-job-0_2025-09-22T230358_2025-09-23T070400_created_at_2025-09-23T070402.json,28020.0,1020.0,13080.0,570.0,0.0,0.5588235294117647,933
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-18T070023_2025-09-18T150025_created_at_2025-09-18T150028.json,28770.0,1740.0,21360.0,1500.0,90.0,0.8620689655172413,941
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-18T150039_2025-09-18T230041_created_at_2025-09-18T230043.json,28770.0,1740.0,19620.0,1260.0,150.0,0.7241379310344828,941
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-18T230054_2025-09-19T070056_created_at_2025-09-19T070058.json,28770.0,1740.0,21300.0,1380.0,0.0,0.7931034482758621,941
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-19T070109_2025-09-19T150110_created_at_2025-09-19T150113.json,28770.0,1740.0,21270.0,1680.0,0.0,0.9655172413793104,941
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-19T150124_2025-09-19T230127_created_at_2025-09-19T230129.json,28770.0,1740.0,19770.0,1260.0,0.0,0.7241379310344828,941
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-19T230139_2025-09-20T070141_created_at_2025-09-20T070143.json,28680.0,1740.0,18690.0,1020.0,0.0,0.5862068965517241,938
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-20T070154_2025-09-20T150156_created_at_2025-09-20T150159.json,28740.0,1740.0,21450.0,1740.0,0.0,1.0,940
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-20T150209_2025-09-20T230211_created_at_2025-09-20T230213.json,28770.0,1740.0,20400.0,1410.0,60.0,0.8103448275862069,941
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-20T230225_2025-09-21T070227_created_at_2025-09-21T070229.json,28620.0,1740.0,13500.0,780.0,0.0,0.4482758620689655,936
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-21T070241_2025-09-21T150243_created_at_2025-09-21T150245.json,28770.0,1740.0,18330.0,1020.0,0.0,0.5862068965517241,941
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-21T150255_2025-09-21T230257_created_at_2025-09-21T230259.json,28770.0,1740.0,19890.0,1650.0,0.0,0.9482758620689655,941
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-21T230311_2025-09-22T070314_created_at_2025-09-22T070316.json,28200.0,1740.0,13350.0,780.0,0.0,0.4482758620689655,922
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-22T070328_2025-09-22T150330_created_at_2025-09-22T150332.json,28410.0,1740.0,13860.0,780.0,0.0,0.4482758620689655,929
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-22T150343_2025-09-22T230345_created_at_2025-09-22T230347.json,28770.0,1740.0,19470.0,1260.0,0.0,0.7241379310344828,941
validation-reactive-updated-job-0_2025-09-09T080007_2025-09-09T160009_created_at_2025-09-09T160012.json,validation-random-forest-job-0_2025-09-22T230358_2025-09-23T070400_created_at_2025-09-23T070402.json,28530.0,1740.0,13440.0,780.0,0.0,0.4482758620689655,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-18T070023_2025-09-18T150025_created_at_2025-09-18T150028.json,28740.0,1710.0,21300.0,1350.0,0.0,0.7894736842105263,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-18T150039_2025-09-18T230041_created_at_2025-09-18T230043.json,28740.0,1710.0,19560.0,1290.0,0.0,0.7543859649122807,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-18T230054_2025-09-19T070056_created_at_2025-09-19T070058.json,28740.0,1710.0,21420.0,1710.0,0.0,1.0,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-19T070109_2025-09-19T150110_created_at_2025-09-19T150113.json,28740.0,1710.0,21210.0,1380.0,0.0,0.8070175438596491,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-19T150124_2025-09-19T230127_created_at_2025-09-19T230129.json,28740.0,1710.0,19830.0,1290.0,0.0,0.7543859649122807,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-19T230139_2025-09-20T070141_created_at_2025-09-20T070143.json,28740.0,1710.0,18900.0,1710.0,0.0,1.0,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-20T070154_2025-09-20T150156_created_at_2025-09-20T150159.json,28740.0,1710.0,21420.0,1290.0,0.0,0.7543859649122807,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-20T150209_2025-09-20T230211_created_at_2025-09-20T230213.json,28740.0,1710.0,20340.0,1290.0,0.0,0.7543859649122807,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-20T230225_2025-09-21T070227_created_at_2025-09-21T070229.json,28740.0,1710.0,13770.0,1710.0,0.0,1.0,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-21T070241_2025-09-21T150243_created_at_2025-09-21T150245.json,28740.0,1710.0,18450.0,1710.0,0.0,1.0,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-21T150255_2025-09-21T230257_created_at_2025-09-21T230259.json,28740.0,1710.0,19830.0,1290.0,0.0,0.7543859649122807,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-21T230311_2025-09-22T070314_created_at_2025-09-22T070316.json,28410.0,1710.0,13650.0,1290.0,0.0,0.7543859649122807,922
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-22T070328_2025-09-22T150330_created_at_2025-09-22T150332.json,28620.0,1710.0,14160.0,1290.0,0.0,0.7543859649122807,929
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-22T150343_2025-09-22T230345_created_at_2025-09-22T230347.json,28740.0,1710.0,19530.0,1290.0,0.0,0.7543859649122807,933
validation-reactive-updated-job-0_2025-09-09T160024_2025-09-10T000026_created_at_2025-09-10T000028.json,validation-random-forest-job-0_2025-09-22T230358_2025-09-23T070400_created_at_2025-09-23T070402.json,28740.0,1710.0,13740.0,1320.0,0.0,0.7719298245614035,933
